arrival_delay,departure_delay,day_of_week,scheduled_dep_time,airline,destination,distance,month
-35.0,-11.0,1,1743,9E,DTW,453.0,1
-12.0,4.0,2,1743,9E,DTW,453.0,1
-10.0,-7.0,3,1743,9E,DTW,453.0,1
-17.0,-4.0,4,1743,9E,DTW,453.0,1
-10.0,-8.0,5,1743,9E,DTW,453.0,1
-5.0,4.0,6,1743,9E,DTW,453.0,1
54.0,52.0,1,942,9E,DTW,453.0,1
-28.0,-10.0,2,1145,9E,DTW,453.0,1
-15.0,-11.0,3,1145,9E,DTW,453.0,1
5.0,0.0,4,942,9E,DTW,453.0,1
-9.0,-7.0,5,942,9E,DTW,453.0,1
17.0,2.0,1,942,9E,DTW,453.0,1
-5.0,-11.0,4,942,9E,DTW,453.0,1
81.0,10.0,5,942,9E,DTW,453.0,1
5.0,0.0,7,942,9E,DTW,453.0,1
-25.0,-10.0,1,942,9E,DTW,453.0,1
-13.0,-5.0,4,942,9E,DTW,453.0,1
-19.0,-10.0,5,942,9E,DTW,453.0,1
-17.0,-5.0,7,942,9E,DTW,453.0,1
-21.0,-10.0,1,942,9E,DTW,453.0,1
-22.0,-14.0,2,1145,9E,DTW,453.0,1
-28.0,-8.0,3,1145,9E,DTW,453.0,1
9.0,5.0,1,1520,9E,DTW,453.0,1
-16.0,-3.0,2,1520,9E,DTW,453.0,1
-13.0,-7.0,3,1520,9E,DTW,453.0,1
-2.0,-5.0,4,1520,9E,DTW,453.0,1
35.0,17.0,5,1520,9E,DTW,453.0,1
86.0,95.0,6,1520,9E,DTW,453.0,1
30.0,17.0,7,1520,9E,DTW,453.0,1
96.0,43.0,1,1520,9E,DTW,453.0,1
144.0,54.0,2,1520,9E,DTW,453.0,1
46.0,44.0,3,1520,9E,DTW,453.0,1
9.0,13.0,4,1520,9E,DTW,453.0,1
13.0,16.0,6,1520,9E,DTW,453.0,1
173.0,179.0,7,1520,9E,DTW,453.0,1
-5.0,4.0,1,1520,9E,DTW,453.0,1
-12.0,-6.0,2,1520,9E,DTW,453.0,1
150.0,166.0,3,1520,9E,DTW,453.0,1
-7.0,1.0,4,1520,9E,DTW,453.0,1
40.0,47.0,6,1520,9E,DTW,453.0,1
17.0,28.0,7,1520,9E,DTW,453.0,1
5.0,25.0,1,1520,9E,DTW,453.0,1
20.0,33.0,2,1520,9E,DTW,453.0,1
15.0,38.0,3,1520,9E,DTW,453.0,1
-24.0,0.0,2,1239,9E,DTW,453.0,1
-10.0,-1.0,3,1239,9E,DTW,453.0,1
-21.0,-8.0,4,1239,9E,DTW,453.0,1
-13.0,-1.0,5,1239,9E,DTW,453.0,1
-23.0,-1.0,6,1239,9E,DTW,453.0,1
-5.0,4.0,7,1237,9E,DTW,453.0,1
2.0,-7.0,1,1053,AA,PWM,364.0,1
-20.0,-11.0,2,1053,AA,PWM,364.0,1
-15.0,0.0,3,1053,AA,PWM,364.0,1
-19.0,-2.0,4,1053,AA,PWM,364.0,1
-9.0,7.0,5,1053,AA,PWM,364.0,1
76.0,92.0,6,1053,AA,PWM,364.0,1
-8.0,-1.0,7,1053,AA,PWM,364.0,1
51.0,71.0,1,1053,AA,PWM,364.0,1
,,2,1053,AA,PWM,364.0,1
-19.0,-5.0,3,1053,AA,PWM,364.0,1
-12.0,-8.0,4,1053,AA,PWM,364.0,1
80.0,50.0,5,1053,AA,PWM,364.0,1
-2.0,-8.0,6,1053,AA,PWM,364.0,1
10.0,3.0,7,1053,AA,PWM,364.0,1
-21.0,-8.0,1,1053,AA,PWM,364.0,1
-20.0,-8.0,2,1053,AA,PWM,364.0,1
9.0,4.0,3,1053,AA,PWM,364.0,1
-16.0,-5.0,4,1053,AA,PWM,364.0,1
-17.0,-7.0,5,1053,AA,PWM,364.0,1
-11.0,-8.0,6,1053,AA,PWM,364.0,1
-20.0,-5.0,7,1053,AA,PWM,364.0,1
-5.0,-3.0,1,1053,AA,PWM,364.0,1
-3.0,-7.0,2,1053,AA,PWM,364.0,1
-12.0,-8.0,3,1053,AA,PWM,364.0,1
-17.0,3.0,1,1847,AA,LAX,2402.0,1
-37.0,-3.0,2,1847,AA,LAX,2402.0,1
-17.0,-5.0,3,1847,AA,LAX,2402.0,1
-15.0,-9.0,4,1847,AA,LAX,2402.0,1
-5.0,18.0,5,1847,AA,LAX,2402.0,1
78.0,60.0,6,1847,AA,LAX,2402.0,1
27.0,-4.0,7,1847,AA,LAX,2402.0,1
-48.0,-7.0,1,904,AA,LAS,2176.0,1
-38.0,-4.0,2,904,AA,LAS,2176.0,1
-1.0,-1.0,3,904,AA,LAS,2176.0,1
-21.0,-9.0,4,904,AA,LAS,2176.0,1
-21.0,-4.0,5,904,AA,LAS,2176.0,1
1.0,2.0,7,904,AA,LAS,2176.0,1
25.0,38.0,1,1942,AA,PIT,268.0,1
23.0,28.0,2,1942,AA,PIT,268.0,1
-23.0,-8.0,3,1942,AA,PIT,268.0,1
-17.0,-7.0,4,1942,AA,PIT,268.0,1
7.0,19.0,5,1942,AA,PIT,268.0,1
59.0,64.0,6,1942,AA,PIT,268.0,1
-4.0,-2.0,7,1942,AA,PIT,268.0,1
-17.0,-10.0,1,2105,AA,BTV,335.0,1
-6.0,2.0,4,2105,AA,BTV,335.0,1
40.0,44.0,5,2105,AA,BTV,335.0,1
-17.0,-7.0,7,2105,AA,BTV,335.0,1
141.0,13.0,1,2105,AA,BTV,335.0,1
55.0,-9.0,4,2105,AA,BTV,335.0,1
173.0,174.0,5,2105,AA,BTV,335.0,1
-9.0,-9.0,7,2105,AA,BTV,335.0,1
182.0,191.0,1,2105,AA,BTV,335.0,1
-2.0,-1.0,4,2105,AA,BTV,335.0,1
700.0,693.0,5,2105,AA,BTV,335.0,1
-18.0,-6.0,7,2105,AA,BTV,335.0,1
1.0,10.0,1,2105,AA,BTV,335.0,1
-24.0,-12.0,1,638,AA,TPA,920.0,1
4.0,-7.0,2,638,AA,TPA,920.0,1
7.0,-12.0,3,638,AA,TPA,920.0,1
-23.0,-13.0,4,638,AA,TPA,920.0,1
-25.0,-11.0,5,638,AA,TPA,920.0,1
108.0,84.0,6,638,AA,TPA,920.0,1
5.0,-10.0,7,638,AA,TPA,920.0,1
18.0,-10.0,1,615,AA,TPA,920.0,1
-15.0,-11.0,2,615,AA,TPA,920.0,1
-4.0,0.0,3,615,AA,TPA,920.0,1
-13.0,-5.0,4,615,AA,TPA,920.0,1
-5.0,0.0,5,615,AA,TPA,920.0,1
7.0,-7.0,6,615,AA,TPA,920.0,1
-13.0,-7.0,1,615,AA,TPA,920.0,1
,106.0,2,615,AA,TPA,920.0,1
36.0,0.0,3,615,AA,TPA,920.0,1
-18.0,-11.0,4,615,AA,TPA,920.0,1
18.0,1.0,5,615,AA,TPA,920.0,1
48.0,-6.0,6,615,AA,TPA,920.0,1
-18.0,-5.0,7,615,AA,TPA,920.0,1
-8.0,-7.0,1,615,AA,TPA,920.0,1
18.0,-8.0,2,615,AA,TPA,920.0,1
-24.0,-11.0,3,615,AA,TPA,920.0,1
-26.0,-5.0,4,615,AA,TPA,920.0,1
-21.0,-2.0,5,615,AA,TPA,920.0,1
-18.0,-8.0,6,615,AA,TPA,920.0,1
-8.0,-10.0,7,615,AA,TPA,920.0,1
-3.0,-10.0,1,615,AA,TPA,920.0,1
-15.0,-8.0,2,615,AA,TPA,920.0,1
-33.0,-10.0,3,615,AA,TPA,920.0,1
-14.0,-8.0,1,1348,AA,RDU,337.0,1
0.0,-7.0,2,1348,AA,RDU,337.0,1
-25.0,-10.0,3,1348,AA,RDU,337.0,1
98.0,101.0,4,1348,AA,RDU,337.0,1
-11.0,0.0,5,1348,AA,RDU,337.0,1
72.0,20.0,1,1348,AA,RDU,337.0,1
,,2,1348,AA,RDU,337.0,1
-6.0,-3.0,3,1348,AA,RDU,337.0,1
56.0,69.0,4,1348,AA,RDU,337.0,1
114.0,61.0,5,1348,AA,RDU,337.0,1
-22.0,-9.0,7,1348,AA,RDU,337.0,1
-7.0,10.0,1,1348,AA,RDU,337.0,1
-16.0,-10.0,2,1348,AA,RDU,337.0,1
10.0,28.0,3,1348,AA,RDU,337.0,1
-19.0,-7.0,4,1348,AA,RDU,337.0,1
14.0,29.0,5,1348,AA,RDU,337.0,1
64.0,82.0,7,1348,AA,RDU,337.0,1
-21.0,-12.0,1,1348,AA,RDU,337.0,1
-17.0,-10.0,2,1348,AA,RDU,337.0,1
-12.0,-12.0,3,1348,AA,RDU,337.0,1
11.0,19.0,1,2001,AA,PBI,951.0,1
11.0,17.0,2,2001,AA,PBI,951.0,1
-7.0,-3.0,3,2001,AA,PBI,951.0,1
4.0,23.0,4,2001,AA,PBI,951.0,1
-26.0,-12.0,5,2001,AA,PBI,951.0,1
,34.0,6,2001,AA,PBI,951.0,1
33.0,47.0,7,2001,AA,PBI,951.0,1
-8.0,-11.0,1,2015,AA,PBI,951.0,1
74.0,10.0,2,2015,AA,PBI,951.0,1
2.0,20.0,3,2015,AA,PBI,951.0,1
3.0,1.0,4,2015,AA,PBI,951.0,1
-11.0,-5.0,5,2015,AA,PBI,951.0,1
132.0,139.0,6,2015,AA,PBI,951.0,1
3.0,-6.0,7,2015,AA,PBI,951.0,1
135.0,17.0,1,2015,AA,PBI,951.0,1
,,2,2015,AA,PBI,951.0,1
-25.0,-10.0,3,2015,AA,PBI,951.0,1
25.0,-4.0,4,2015,AA,PBI,951.0,1
,110.0,5,2015,AA,PBI,951.0,1
98.0,91.0,6,2015,AA,PBI,951.0,1
0.0,6.0,7,2015,AA,PBI,951.0,1
-15.0,-14.0,1,2015,AA,PBI,951.0,1
-16.0,-4.0,2,2015,AA,PBI,951.0,1
-26.0,-11.0,3,2015,AA,PBI,951.0,1
38.0,53.0,4,2015,AA,PBI,951.0,1
47.0,66.0,5,2015,AA,PBI,951.0,1
-30.0,-14.0,6,2015,AA,PBI,951.0,1
24.0,37.0,7,2015,AA,PBI,951.0,1
-43.0,-12.0,1,2015,AA,PBI,951.0,1
66.0,75.0,2,2015,AA,PBI,951.0,1
-27.0,-2.0,3,2015,AA,PBI,951.0,1
-39.0,-6.0,1,1340,AA,ORD,678.0,1
4.0,25.0,2,1340,AA,ORD,678.0,1
-18.0,1.0,3,1340,AA,ORD,678.0,1
-5.0,8.0,4,1340,AA,ORD,678.0,1
245.0,242.0,5,1340,AA,ORD,678.0,1
105.0,67.0,6,1221,AA,ORD,678.0,1
-26.0,0.0,7,1340,AA,ORD,678.0,1
410.0,431.0,1,1345,AA,ORD,678.0,1
32.0,34.0,2,1345,AA,ORD,678.0,1
-10.0,9.0,3,1345,AA,ORD,678.0,1
-6.0,-5.0,4,1345,AA,ORD,678.0,1
-18.0,-7.0,5,1345,AA,ORD,678.0,1
34.0,56.0,6,1340,AA,ORD,678.0,1
9.0,-4.0,7,1345,AA,ORD,678.0,1
4.0,-3.0,1,1345,AA,ORD,678.0,1
428.0,417.0,2,1345,AA,ORD,678.0,1
62.0,70.0,3,1345,AA,ORD,678.0,1
301.0,316.0,4,1345,AA,ORD,678.0,1
213.0,166.0,5,1345,AA,ORD,678.0,1
-25.0,-11.0,6,1340,AA,ORD,678.0,1
,,7,1345,AA,ORD,678.0,1
168.0,183.0,1,1345,AA,ORD,678.0,1
-17.0,-5.0,2,1345,AA,ORD,678.0,1
7.0,19.0,3,1345,AA,ORD,678.0,1
11.0,-1.0,4,1345,AA,ORD,678.0,1
213.0,229.0,5,1345,AA,ORD,678.0,1
-28.0,-8.0,6,1340,AA,ORD,678.0,1
-30.0,-6.0,7,1345,AA,ORD,678.0,1
-25.0,-5.0,1,1345,AA,ORD,678.0,1
-29.0,-8.0,2,1345,AA,ORD,678.0,1
-12.0,12.0,3,1345,AA,ORD,678.0,1
-14.0,-8.0,1,1051,AA,RSW,993.0,1
-10.0,-4.0,2,1051,AA,RSW,993.0,1
7.0,0.0,3,1051,AA,RSW,993.0,1
-16.0,-2.0,4,1051,AA,RSW,993.0,1
-15.0,-4.0,5,1051,AA,RSW,993.0,1
11.0,-8.0,6,1051,AA,RSW,993.0,1
-3.0,-6.0,7,1051,AA,RSW,993.0,1
-34.0,-7.0,1,1830,AA,ORD,678.0,1
-5.0,11.0,2,1830,AA,ORD,678.0,1
-30.0,-8.0,3,1830,AA,ORD,678.0,1
-24.0,-8.0,4,1830,AA,ORD,678.0,1
27.0,35.0,5,1830,AA,ORD,678.0,1
8.0,26.0,6,1830,AA,ORD,678.0,1
87.0,99.0,7,1830,AA,ORD,678.0,1
-12.0,-1.0,1,1830,AA,ORD,678.0,1
73.0,32.0,2,1830,AA,ORD,678.0,1
2.0,-6.0,3,1830,AA,ORD,678.0,1
-1.0,-2.0,4,1830,AA,ORD,678.0,1
30.0,25.0,5,1830,AA,ORD,678.0,1
132.0,141.0,6,1830,AA,ORD,678.0,1
31.0,7.0,7,1830,AA,ORD,678.0,1
58.0,-5.0,1,1830,AA,ORD,678.0,1
,,2,1830,AA,ORD,678.0,1
102.0,101.0,3,1830,AA,ORD,678.0,1
-20.0,-6.0,4,1830,AA,ORD,678.0,1
141.0,148.0,5,1830,AA,ORD,678.0,1
-30.0,-7.0,6,1830,AA,ORD,678.0,1
-18.0,0.0,7,1830,AA,ORD,678.0,1
-13.0,-6.0,1,1830,AA,ORD,678.0,1
-20.0,-7.0,2,1830,AA,ORD,678.0,1
-14.0,-8.0,3,1830,AA,ORD,678.0,1
-2.0,-4.0,4,1830,AA,ORD,678.0,1
21.0,8.0,5,1830,AA,ORD,678.0,1
-19.0,-7.0,6,1830,AA,ORD,678.0,1
-18.0,-8.0,7,1830,AA,ORD,678.0,1
-31.0,-9.0,1,1830,AA,ORD,678.0,1
-30.0,-6.0,2,1830,AA,ORD,678.0,1
-29.0,-7.0,3,1830,AA,ORD,678.0,1
-34.0,6.0,1,2018,AA,DEN,1558.0,1
-23.0,-1.0,2,2018,AA,DEN,1558.0,1
-13.0,8.0,3,2018,AA,DEN,1558.0,1
-14.0,-4.0,4,2018,AA,DEN,1558.0,1
-16.0,-1.0,5,2018,AA,DEN,1558.0,1
9.0,19.0,6,2018,AA,DEN,1558.0,1
-15.0,-4.0,7,2018,AA,DEN,1558.0,1
17.0,29.0,1,1840,AA,DEN,1558.0,1
6.0,-4.0,2,1840,AA,DEN,1558.0,1
29.0,37.0,3,1840,AA,DEN,1558.0,1
30.0,24.0,4,1840,AA,DEN,1558.0,1
27.0,31.0,5,1840,AA,DEN,1558.0,1
31.0,35.0,6,1840,AA,DEN,1558.0,1
12.0,-1.0,7,1840,AA,DEN,1558.0,1
39.0,-4.0,1,1840,AA,DEN,1558.0,1
,,2,1840,AA,DEN,1558.0,1
51.0,39.0,3,1840,AA,DEN,1558.0,1
-4.0,-5.0,4,1840,AA,DEN,1558.0,1
191.0,196.0,5,1840,AA,DEN,1558.0,1
-25.0,-4.0,6,1840,AA,DEN,1558.0,1
25.0,36.0,7,1840,AA,DEN,1558.0,1
-11.0,-4.0,1,1840,AA,DEN,1558.0,1
-23.0,-9.0,2,1840,AA,DEN,1558.0,1
-18.0,-7.0,3,1840,AA,DEN,1558.0,1
-21.0,-7.0,4,1840,AA,DEN,1558.0,1
-18.0,-3.0,5,1840,AA,DEN,1558.0,1
-1.0,12.0,6,1840,AA,DEN,1558.0,1
-21.0,-3.0,7,1840,AA,DEN,1558.0,1
-31.0,-9.0,1,1840,AA,DEN,1558.0,1
-37.0,-6.0,2,1840,AA,DEN,1558.0,1
-23.0,8.0,3,1840,AA,DEN,1558.0,1
-44.0,4.0,1,1840,AA,SEA,2378.0,1
-10.0,-2.0,2,1840,AA,SEA,2378.0,1
-28.0,-7.0,3,1840,AA,SEA,2378.0,1
-19.0,-3.0,4,1840,AA,SEA,2378.0,1
10.0,-3.0,5,1840,AA,SEA,2378.0,1
8.0,4.0,6,1840,AA,SEA,2378.0,1
-21.0,-1.0,7,1840,AA,SEA,2378.0,1
-13.0,-12.0,7,1030,AA,CHS,550.0,1
28.0,14.0,1,1840,AA,SJU,1576.0,1
-1.0,14.0,2,1840,AA,SJU,1576.0,1
-19.0,-2.0,3,1840,AA,SJU,1576.0,1
-7.0,3.0,4,1840,AA,SJU,1576.0,1
-1.0,26.0,5,1840,AA,SJU,1576.0,1
-22.0,-4.0,6,1840,AA,SJU,1576.0,1
-16.0,-6.0,7,1840,AA,SJU,1576.0,1
7.0,1.0,1,1045,AA,MIA,1013.0,1
0.0,2.0,2,1045,AA,MIA,1013.0,1
10.0,11.0,3,1045,AA,MIA,1013.0,1
-12.0,-2.0,4,1045,AA,MIA,1013.0,1
-10.0,-5.0,5,1045,AA,MIA,1013.0,1
-2.0,-5.0,6,1045,AA,MIA,1013.0,1
24.0,10.0,7,1045,AA,MIA,1013.0,1
-12.0,0.0,1,1045,AA,MIA,1013.0,1
727.0,684.0,2,1045,AA,MIA,1013.0,1
40.0,55.0,3,1045,AA,MIA,1013.0,1
5.0,-3.0,4,1045,AA,MIA,1013.0,1
109.0,67.0,5,1045,AA,MIA,1013.0,1
155.0,155.0,6,1045,AA,MIA,1013.0,1
-34.0,-5.0,7,1045,AA,MIA,1013.0,1
-27.0,-2.0,1,1045,AA,MIA,1013.0,1
-19.0,-2.0,2,1045,AA,MIA,1013.0,1
-10.0,-2.0,3,1045,AA,MIA,1013.0,1
-20.0,-1.0,4,1045,AA,MIA,1013.0,1
9.0,8.0,5,1045,AA,MIA,1013.0,1
-11.0,0.0,6,1045,AA,MIA,1013.0,1
-19.0,-6.0,7,1045,AA,MIA,1013.0,1
-25.0,1.0,1,1045,AA,MIA,1013.0,1
4.0,0.0,2,1045,AA,MIA,1013.0,1
-11.0,13.0,3,1045,AA,MIA,1013.0,1
-15.0,-9.0,1,523,AA,MIA,1013.0,1
-23.0,-10.0,2,523,AA,MIA,1013.0,1
-7.0,-5.0,3,523,AA,MIA,1013.0,1
-8.0,-1.0,4,523,AA,MIA,1013.0,1
-13.0,-2.0,5,523,AA,MIA,1013.0,1
4.0,0.0,6,523,AA,MIA,1013.0,1
10.0,-10.0,7,523,AA,MIA,1013.0,1
-10.0,-7.0,1,523,AA,MIA,1013.0,1
200.0,89.0,2,523,AA,MIA,1013.0,1
-6.0,-2.0,3,523,AA,MIA,1013.0,1
-7.0,5.0,4,523,AA,MIA,1013.0,1
-9.0,1.0,5,523,AA,MIA,1013.0,1
53.0,26.0,6,523,AA,MIA,1013.0,1
281.0,269.0,7,523,AA,MIA,1013.0,1
4.0,-6.0,1,523,AA,MIA,1013.0,1
7.0,-10.0,2,523,AA,MIA,1013.0,1
-19.0,-11.0,3,523,AA,MIA,1013.0,1
-15.0,0.0,4,523,AA,MIA,1013.0,1
-6.0,4.0,5,523,AA,MIA,1013.0,1
-16.0,-5.0,6,523,AA,MIA,1013.0,1
-1.0,-8.0,7,523,AA,MIA,1013.0,1
-25.0,-9.0,1,523,AA,MIA,1013.0,1
-26.0,-8.0,2,523,AA,MIA,1013.0,1
-14.0,-1.0,3,523,AA,MIA,1013.0,1
-16.0,-6.0,1,1202,AA,CLT,449.0,1
64.0,27.0,2,1202,AA,CLT,449.0,1
-26.0,-8.0,3,1202,AA,CLT,449.0,1
339.0,350.0,4,1202,AA,CLT,449.0,1
239.0,234.0,5,1202,AA,CLT,449.0,1
2.0,-4.0,6,1202,AA,CLT,449.0,1
-8.0,-10.0,7,1202,AA,CLT,449.0,1
-16.0,-3.0,1,1202,AA,CLT,449.0,1
255.0,247.0,2,1202,AA,CLT,449.0,1
-1.0,2.0,3,1202,AA,CLT,449.0,1
-10.0,6.0,4,1202,AA,CLT,449.0,1
97.0,60.0,5,1202,AA,CLT,449.0,1
-9.0,-6.0,6,1202,AA,CLT,449.0,1
-22.0,-2.0,7,1202,AA,CLT,449.0,1
-9.0,8.0,1,1202,AA,CLT,449.0,1
-16.0,-2.0,2,1202,AA,CLT,449.0,1
191.0,196.0,3,1202,AA,CLT,449.0,1
-11.0,-4.0,4,1202,AA,CLT,449.0,1
-4.0,-3.0,5,1202,AA,CLT,449.0,1
48.0,57.0,6,1202,AA,CLT,449.0,1
-21.0,-6.0,7,1202,AA,CLT,449.0,1
-26.0,-10.0,1,1202,AA,CLT,449.0,1
47.0,66.0,2,1202,AA,CLT,449.0,1
-19.0,-2.0,3,1202,AA,CLT,449.0,1
-10.0,-1.0,1,1555,AA,MIA,1013.0,1
2.0,-5.0,2,1555,AA,MIA,1013.0,1
-8.0,-8.0,3,1555,AA,MIA,1013.0,1
35.0,-1.0,4,1555,AA,MIA,1013.0,1
3.0,-4.0,5,1555,AA,MIA,1013.0,1
-5.0,-5.0,6,1555,AA,MIA,1013.0,1
6.0,-7.0,7,1555,AA,MIA,1013.0,1
159.0,55.0,1,1555,AA,MIA,1013.0,1
137.0,-4.0,2,1555,AA,MIA,1013.0,1
-10.0,-8.0,3,1555,AA,MIA,1013.0,1
-2.0,-5.0,4,1555,AA,MIA,1013.0,1
293.0,248.0,5,1555,AA,MIA,1013.0,1
-7.0,-5.0,6,1555,AA,MIA,1013.0,1
-14.0,-10.0,7,1555,AA,MIA,1013.0,1
124.0,134.0,1,1555,AA,MIA,1013.0,1
-13.0,-9.0,2,1555,AA,MIA,1013.0,1
-8.0,2.0,3,1555,AA,MIA,1013.0,1
-4.0,-1.0,4,1555,AA,MIA,1013.0,1
2.0,-1.0,5,1555,AA,MIA,1013.0,1
2.0,4.0,6,1555,AA,MIA,1013.0,1
62.0,61.0,7,1555,AA,MIA,1013.0,1
45.0,47.0,1,1555,AA,MIA,1013.0,1
-5.0,-13.0,2,1555,AA,MIA,1013.0,1
-21.0,-6.0,3,1555,AA,MIA,1013.0,1
40.0,52.0,1,1553,AA,CLE,363.0,1
119.0,126.0,4,1553,AA,CLE,363.0,1
7.0,-5.0,5,1553,AA,CLE,363.0,1
21.0,15.0,7,1553,AA,CLE,363.0,1
53.0,-2.0,1,1553,AA,CLE,363.0,1
169.0,130.0,4,1553,AA,CLE,363.0,1
185.0,126.0,5,1553,AA,CLE,363.0,1
43.0,47.0,7,1553,AA,CLE,363.0,1
38.0,34.0,1,1553,AA,CLE,363.0,1
-9.0,-2.0,4,1553,AA,CLE,363.0,1
4.0,-4.0,5,1553,AA,CLE,363.0,1
-18.0,-10.0,7,1553,AA,CLE,363.0,1
3.0,20.0,1,1553,AA,CLE,363.0,1
-18.0,-4.0,1,1715,AA,LAX,2402.0,1
60.0,65.0,2,1715,AA,LAX,2402.0,1
17.0,-9.0,3,1715,AA,LAX,2402.0,1
1.0,-2.0,4,1715,AA,LAX,2402.0,1
10.0,-3.0,5,1715,AA,LAX,2402.0,1
17.0,-7.0,6,1715,AA,LAX,2402.0,1
2.0,-5.0,7,1715,AA,LAX,2402.0,1
1416.0,1293.0,1,1715,AA,LAX,2402.0,1
15.0,5.0,2,1715,AA,LAX,2402.0,1
19.0,0.0,3,1715,AA,LAX,2402.0,1
3.0,-3.0,4,1715,AA,LAX,2402.0,1
958.0,914.0,5,1715,AA,LAX,2402.0,1
-11.0,-7.0,6,1715,AA,LAX,2402.0,1
-28.0,-9.0,7,1715,AA,LAX,2402.0,1
-24.0,-9.0,1,1715,AA,LAX,2402.0,1
10.0,1.0,2,1715,AA,LAX,2402.0,1
-12.0,-8.0,3,1715,AA,LAX,2402.0,1
-19.0,-4.0,4,1715,AA,LAX,2402.0,1
0.0,-4.0,5,1715,AA,LAX,2402.0,1
-7.0,18.0,6,1715,AA,LAX,2402.0,1
-5.0,23.0,7,1715,AA,LAX,2402.0,1
-43.0,-10.0,1,1715,AA,LAX,2402.0,1
-64.0,-12.0,2,1715,AA,LAX,2402.0,1
-21.0,-9.0,3,1715,AA,LAX,2402.0,1
3.0,0.0,1,1733,AA,CLT,449.0,1
413.0,372.0,2,1733,AA,CLT,449.0,1
-10.0,1.0,3,1733,AA,CLT,449.0,1
-10.0,-1.0,4,1733,AA,CLT,449.0,1
172.0,136.0,5,1733,AA,CLT,449.0,1
-1.0,5.0,6,1733,AA,CLT,449.0,1
13.0,6.0,7,1733,AA,CLT,449.0,1
40.0,1.0,1,1733,AA,CLT,449.0,1
,,2,1733,AA,CLT,449.0,1
105.0,87.0,3,1733,AA,CLT,449.0,1
91.0,87.0,4,1733,AA,CLT,449.0,1
251.0,239.0,5,1733,AA,CLT,449.0,1
10.0,12.0,6,1733,AA,CLT,449.0,1
-8.0,1.0,7,1733,AA,CLT,449.0,1
96.0,114.0,1,1733,AA,CLT,449.0,1
-13.0,-4.0,2,1733,AA,CLT,449.0,1
31.0,39.0,3,1733,AA,CLT,449.0,1
9.0,0.0,4,1733,AA,CLT,449.0,1
20.0,29.0,5,1733,AA,CLT,449.0,1
94.0,86.0,6,1733,AA,CLT,449.0,1
11.0,17.0,7,1733,AA,CLT,449.0,1
136.0,123.0,1,1733,AA,CLT,449.0,1
-10.0,-1.0,2,1733,AA,CLT,449.0,1
-24.0,-3.0,3,1733,AA,CLT,449.0,1
-35.0,-2.0,1,840,AA,SAN,2370.0,1
-34.0,-8.0,2,840,AA,SAN,2370.0,1
-15.0,-7.0,3,840,AA,SAN,2370.0,1
-21.0,3.0,4,840,AA,SAN,2370.0,1
4.0,-1.0,5,840,AA,SAN,2370.0,1
17.0,20.0,6,840,AA,SAN,2370.0,1
-11.0,-3.0,7,840,AA,SAN,2370.0,1
-30.0,-6.0,1,838,AA,SAN,2370.0,1
26.0,55.0,2,838,AA,SAN,2370.0,1
13.0,6.0,3,838,AA,SAN,2370.0,1
-2.0,1.0,4,838,AA,SAN,2370.0,1
-6.0,-3.0,5,838,AA,SAN,2370.0,1
-16.0,-7.0,6,838,AA,SAN,2370.0,1
-16.0,-10.0,1,838,AA,SAN,2370.0,1
404.0,330.0,2,838,AA,SAN,2370.0,1
-1.0,12.0,3,838,AA,SAN,2370.0,1
-4.0,11.0,4,838,AA,SAN,2370.0,1
143.0,71.0,5,838,AA,SAN,2370.0,1
-13.0,-1.0,6,838,AA,SAN,2370.0,1
-28.0,-9.0,7,838,AA,SAN,2370.0,1
-15.0,-3.0,1,838,AA,SAN,2370.0,1
-25.0,-10.0,2,838,AA,SAN,2370.0,1
1.0,-6.0,3,838,AA,SAN,2370.0,1
-25.0,-7.0,4,838,AA,SAN,2370.0,1
-22.0,-7.0,5,838,AA,SAN,2370.0,1
-30.0,-13.0,6,838,AA,SAN,2370.0,1
-48.0,-5.0,7,838,AA,SAN,2370.0,1
-42.0,-2.0,1,838,AA,SAN,2370.0,1
-52.0,-13.0,2,838,AA,SAN,2370.0,1
-48.0,-10.0,3,838,AA,SAN,2370.0,1
-33.0,-5.0,2,600,AA,ORD,678.0,1
9.0,-3.0,3,600,AA,ORD,678.0,1
-6.0,-6.0,6,600,AA,ORD,678.0,1
-36.0,-5.0,7,600,AA,ORD,678.0,1
-2.0,-9.0,1,600,AA,ORD,678.0,1
60.0,22.0,2,600,AA,ORD,678.0,1
-21.0,-6.0,3,600,AA,ORD,678.0,1
-16.0,-5.0,4,600,AA,ORD,678.0,1
103.0,-7.0,5,600,AA,ORD,678.0,1
-20.0,-9.0,6,600,AA,ORD,678.0,1
-12.0,-5.0,7,600,AA,ORD,678.0,1
7.0,-8.0,1,600,AA,ORD,678.0,1
118.0,-5.0,2,600,AA,ORD,678.0,1
-16.0,-2.0,3,600,AA,ORD,678.0,1
-6.0,-5.0,4,600,AA,ORD,678.0,1
-16.0,-5.0,5,600,AA,ORD,678.0,1
22.0,2.0,6,600,AA,ORD,678.0,1
-25.0,-7.0,7,600,AA,ORD,678.0,1
5.0,1.0,1,600,AA,ORD,678.0,1
17.0,-5.0,2,600,AA,ORD,678.0,1
-14.0,-8.0,3,600,AA,ORD,678.0,1
0.0,-8.0,4,600,AA,ORD,678.0,1
2.0,-8.0,5,600,AA,ORD,678.0,1
-4.0,-3.0,6,600,AA,ORD,678.0,1
